Start Latitude,Start Longitude,End Latitude,End Longitude,Transect number,CTD #/flow File,Depth (m),Total bacteria/mL,Active bacteria/mL,Dead bacteria/mL,Protozoa/mL,Phytoplankton/mL,,,,,,integrated Phytoplankton/mL
-66.0005,69.9981,-66.00081,70.00237,9,CTD93 syto13.004,100.339,52391.76768,13162.32456,36519.09091,9.425867607,160.2397493,,,,,,3566.990367
-66.50636,70.00024,-66.50348,69.99085,9,CTD95 syto13.001,9.946,64916.1236,43740.6383,13565.37037,64.54749041,2079.720141,,,,,,
-66.50636,70.00024,-66.50348,69.99085,9,CTD95 syto13.002,69.437,42112.87129,21623.67925,33569.60317,25.4212793,682.7429298,,,,,,
-66.50636,70.00024,-66.50348,69.99085,9,CTD95 syto13.003,89.331,38635.05,16628.51852,30116.66667,17.32672393,768.8733744,,,,,,
-66.50636,70.00024,-66.50348,69.99085,9,CTD95 syto13.004,130.11,44006.5942,13165.28571,23630,10.69232778,360.8660625,,,,,,3892.202508
-66.81976,70.0049,-66.82312,69.99149,9,CTD97 syto13.001,9.167,93535.41667,12490.14286,76286.97531,45.37083829,1901.450586,,,,,,
-66.81976,70.0049,-66.82312,69.99149,9,CTD97 syto13.002,49.543,180474.125,17411.57895,99156.26582,53.61405146,1515.385396,,,,,,
-66.81976,70.0049,-66.82312,69.99149,9,CTD97 syto13.003,59.698,127565.0781,21545,75986.66667,49.79633263,1011.861479,,,,,,
-66.81976,70.0049,-66.82312,69.99149,9,CTD97 syto13.004,121.038,57257.30769,6582.642857,31136,13.48235706,104.8627771,,,,,,4533.560238
-67.18227,70.00215,-67.1769,70.00433,9,CTD99 syto13.001,9.646,179104.6591,55866.61638,59529.42308,,,,,,,,
-67.18227,70.00215,-67.1769,70.00433,9,CTD99 syto13.002,19.912,175912.2222,28772.27979,73134.85,,,,,,,,
-67.18227,70.00215,-67.1769,70.00433,9,CTD99 syto13.003,40.446,148567.3404, ,59618.21839,,,,,,,,
-67.18227,70.00215,-67.1769,70.00433,9,CTD99 syto13.004,50.358,62834.31818, ,70713.65672,,,,,,,, 
-67.33365,71.75568,-67.31986,71.97659,9,CTD101 syto13.001,?,,,,,,,,,,,
-67.33365,71.75568,-67.31986,71.97659,9,CTD101 syto13.002,?,,,,,,,,,,,
-67.33365,71.75568,-67.31986,71.97659,9,CTD101 syto13.003,?,,,,,,,,,,,
-67.33365,71.75568,-67.31986,71.97659,9,CTD101 syto13.004,?,,,,,,,,,,,
-60.99965,80.00412,-60.99011,80.00052,11,CTD103 syto13.001,10.806,213674.4186,,,,,,,,,,
-60.99965,80.00412,-60.99011,80.00052,11,CTD103 syto13.002,41.467,271810.8108,,,,,,,,,,
-60.99965,80.00412,-60.99011,80.00052,11,CTD103 syto13.003,48.812,310000,,,,,,,,,,
-60.99965,80.00412,-60.99011,80.00052,11,CTD103 syto13.004,70.339,349931.0345,,,,,,,,,,
-61.66285,80.00218,-61.66233,79.99634,11,CTD104 syto13.001,9.777,361171.4286,,,,,,,,,,
-61.66285,80.00218,-61.66233,79.99634,11,CTD104 syto13.002,30.885,375531.25,,,,,,,,,,
-61.66285,80.00218,-61.66233,79.99634,11,CTD104 syto13.003,49.929,353333.3333,,,,,,,,,,
-61.66285,80.00218,-61.66233,79.99634,11,CTD104 syto13.004,69.404,349030.303
-62.33349,79.99859,-62.33565,79.98552,11,CTD105 syto13.001,8.632,177950
-62.33349,79.99859,-62.33565,79.98552,11,CTD105 syto13.002,49.328,218168.6047
-62.33349,79.99859,-62.33565,79.98552,11,CTD105 syto13.003,70.261,207978.1421
-62.33349,79.99859,-62.33565,79.98552,11,CTD105 syto13.004,100.236,207126.4368
-63.00105,79.99931,-63.00272,80.01038,11,CTD106 syto13.001,10.004,138139.5349
-63.00105,79.99931,-63.00272,80.01038,11,CTD106 syto13.002,44.295,211531.5315
-63.00105,79.99931,-63.00272,80.01038,11,CTD106 syto13.003,59.278,279345.5497
-63.00105,79.99931,-63.00272,80.01038,11,CTD106 syto13.004,69.697,200076.1421
-63.49958,79.99599,-63.50187,80.00244,11,CTD107 syto13.001,10.791,155097.6139
-63.49958,79.99599,-63.50187,80.00244,11,CTD107 syto13.002,39.339,234803.3708
-63.49958,79.99599,-63.50187,80.00244,11,CTD107 syto13.003,69.941,298163.8418
-63.49958,79.99599,-63.50187,80.00244,11,CTD107 syto13.004,119.567,244266.6667
-64.00073,79.99406,-64.00353,80.01234,11,CTD108 syto13.001,10.588,270143.8849
-64.00073,79.99406,-64.00353,80.01234,11,CTD108 syto13.002,40.027,313463.5417
-64.00073,79.99406,-64.00353,80.01234,11,CTD108 syto13.003,60.939,335394.7368
-64.00073,79.99406,-64.00353,80.01234,11,CTD108 syto13.004,98.912,211511.335
-64.50044,79.99835,-64.49858,79.99633,11,CTD109 syto13.001,7.992,227454.1284
-64.50044,79.99835,-64.49858,79.99633,11,CTD109 syto13.002,35.785,212552.0833
-64.50044,79.99835,-64.49858,79.99633,11,CTD109 syto13.003,58.511,385157.8947
-64.50044,79.99835,-64.49858,79.99633,11,CTD109 syto13.004,89.935,381304.3478
-65.00071,79.99941,-65.00593,79.9863,11,CTD110 syto13.001,11.079,206326.5306
-65.00071,79.99941,-65.00593,79.9863,11,CTD110 syto13.002,40.034,208891.5094
-65.00071,79.99941,-65.00593,79.9863,11,CTD110 syto13.003,54.793,285550.1222
-65.00071,79.99941,-65.00593,79.9863,11,CTD110 syto13.004,81.184,358871.3911
-65.50431,80.00205,-65.51774,79.99003,11,CTD111 syto13.001,9.537,395041.7827
-65.50431,80.00205,-65.51774,79.99003,11,CTD111 syto13.002,59.824,483300
-65.50431,80.00205,-65.51774,79.99003,11,CTD111 syto13.003,78.402,385907.8591
-65.50431,80.00205,-65.51774,79.99003,11,CTD111 syto13.004,100.581,248756.7568
-65.81872,79.99372,-65.82557,79.98793,11,CTD112 syto13.001,10.033,494989.7331
-65.81872,79.99372,-65.82557,79.98793,11,CTD112 syto13.002,50.529,187383.1776
-65.81872,79.99372,-65.82557,79.98793,11,CTD112 syto13.003,69.509,340722.8916
-65.81872,79.99372,-65.82557,79.98793,11,CTD112 syto13.004,120,137220.8437
-65.85208,80.0004,-65.85007,79.99049,11,CTD113 syto13.001,9.608,678000
-65.85208,80.0004,-65.85007,79.99049,11,CTD113 syto13.002,50.102,414430.6418
-65.85208,80.0004,-65.85007,79.99049,11,CTD113 syto13.003,59.983,319447.0046
-65.85208,80.0004,-65.85007,79.99049,11,CTD113 syto13.004,90.043,103013.245
-65.9509,79.99906,-65.95613,79.9806,11,CTD114 syto13.001,10.898,544222.7378
-65.9509,79.99906,-65.95613,79.9806,11,CTD114 syto13.002,20.128,639922.4806
-65.9509,79.99906,-65.95613,79.9806,11,CTD114 syto13.003,40.217,508578.8114
-65.9509,79.99906,-65.95613,79.9806,11,CTD114 syto13.004,70.327,206004.7847
-66.02361,79.99621,-66.02561,79.99458,11,CTD115 syto13.001,10.85,666478.8732
-66.02361,79.99621,-66.02561,79.99458,11,CTD115 syto13.002,39.681,441707.3171
-66.02361,79.99621,-66.02561,79.99458,11,CTD115 syto13.003,50.938,463000
-66.02361,79.99621,-66.02561,79.99458,11,CTD115 syto13.004,71.527,233700.2342
-66.13175,79.97503,-66.13425,79.96041,11,CTD116 syto13.001,10.214,692865.1685
-66.13175,79.97503,-66.13425,79.96041,11,CTD116 syto13.002,34.72,523948.7179
-66.13175,79.97503,-66.13425,79.96041,11,CTD116 syto13.003,49.898,420870.6468
-66.13175,79.97503,-66.13425,79.96041,11,CTD116 syto13.004,71.415,357854.8896
-66.41067,79.9907,-66.40841,79.97774,11,CTD117 syto13.001,9.587,491336.5155
-66.41067,79.9907,-66.40841,79.97774,11,CTD117 syto13.002,29.622,544911.8388
-66.41067,79.9907,-66.40841,79.97774,11,CTD117 syto13.003,50.819,344733.0097
-66.41067,79.9907,-66.40841,79.97774,11,CTD117 syto13.004,120.874,161292.1348
-66.74511,80.01055,-66.74711,80.00882,11,CTD118 syto13.001,10.086,477892.1569
-66.74511,80.01055,-66.74711,80.00882,11,CTD118 syto13.002,30.041,405090.9091
-66.74511,80.01055,-66.74711,80.00882,11,CTD118 syto13.003,50.053,126968.3258
-66.74511,80.01055,-66.74711,80.00882,11,CTD118 syto13.004,99.85,151485.1485
,,,,, ,,
