OTUNumber,Kingdom,Supergroup,Division,Class,Order,Family,Genus,Species,Size,OSD1,OSD10,OSD100_1m_depth,OSD100_20m_depth,OSD101,OSD102,OSD103,OSD105,OSD106_sea_water_bottom,OSD106_surface,OSD107,OSD108,OSD109,OSD110,OSD111,OSD113,OSD114,OSD115,OSD116,OSD117,OSD118,OSD122,OSD123,OSD124,OSD125,OSD126,OSD127,OSD128,OSD129,OSD13,OSD130,OSD131,OSD132,OSD133,OSD14,OSD141,OSD142,OSD143,OSD144,OSD145,OSD146,OSD147,OSD148,OSD149,OSD150,OSD151,OSD152_10m_depth,OSD152_1m_depth,OSD152_5m_depth,OSD153,OSD154,OSD155_12_8m_depth,OSD155_1m_depth,OSD156_11_8m_depth,OSD156_1m_depth,OSD157_1m_depth,OSD157_80m_depth,OSD158,OSD159,OSD15_50m_depth,OSD15_surface,OSD162,OSD163,OSD164,OSD165,OSD166,OSD167,OSD168,OSD169,OSD17,OSD170,OSD171,OSD172,OSD173,OSD174,OSD175,OSD176,OSD177,OSD178,OSD18,OSD182,OSD183,OSD184,OSD185,OSD186,OSD187,OSD19,OSD2,OSD20_20m_depth,OSD20_surface,OSD21,OSD22,OSD24,OSD25,OSD26,OSD28,OSD29,OSD3,OSD30,OSD34,OSD35,OSD36,OSD37,OSD38,OSD39,OSD4,OSD41,OSD42,OSD43,OSD45,OSD46,OSD47,OSD48,OSD49,OSD50,OSD51,OSD52,OSD53,OSD54,OSD55,OSD56,OSD57,OSD58,OSD5_1m_depth,OSD5_75m_depth,OSD6,OSD60,OSD61,OSD62,OSD63,OSD64,OSD65,OSD69,OSD7,OSD70,OSD71,OSD72,OSD73,OSD74,OSD76,OSD77,OSD78,OSD8,OSD80,OSD80_2m_depth,OSD81,OSD90,OSD90_melted,OSD91,OSD92,OSD93,OSD94,OSD95,OSD96,OSD97,OSD98,OSD99
Otu00073,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas_Clade-A.ABC.1-2_II,7434,0,0,0,0,8,13,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,97,0,0,0,0,0,0,0,0,140,8,4,0,71,6,34,0,0,2039,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,6,47,0,3,0,0,115,0,0,0,215,0,78,177,5,0,0,0,0,0,24,0,0,0,0,389,0,5,0,0,1274,1620,4,0,0,6,3,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,956,0,0,0,0
Otu00161,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas_Clade-B_arctic,2865,0,0,0,0,0,0,0,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,116,0,0,0,0,0,0,0,0,0,0,0,0
Otu00200,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas_Clade-B..4,2171,0,0,1,0,16,34,96,0,0,0,0,0,0,0,0,9,0,0,0,15,0,6,4,40,0,0,0,0,0,0,0,0,62,3,2,0,0,10,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,20,0,169,0,0,0,0,0,9,6,5,0,0,0,46,0,0,0,0,0,0,2,3,14,0,0,149,449,39,0,0,0,10,0,0,0,0,537,0,0,0,62,0,0,0,0,0,0,0,0,0,1,0,0,0,327,0,6,3,0,0,0,0
Otu00261,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas_pusilla-Clade-C.D.5,1630,0,0,0,0,1,5,10,0,1,0,0,0,0,0,0,1,0,0,0,1,70,0,0,252,3,0,0,0,1,0,0,0,0,4,0,0,0,0,0,27,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,23,0,0,16,0,0,1,5,219,36,0,47,12,9,3,3,24,0,7,117,28,21,0,0,0,25,0,0,0,0,0,0,2,0,0,16,10,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,17,15,0,0,0,0,0,0,0,25,25,0,3,135,0,0,0,295,6,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0
Otu00308,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas_Bnew,1329,0,0,0,0,0,0,0,0,116,77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,356,10,2,0,0,0,269,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,65,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,22,9,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,67,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00409,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Bathycoccus,Bathycoccus_prasinos,870,0,0,0,0,7,7,25,0,1,4,0,0,0,0,0,0,0,0,0,22,35,0,0,6,17,6,3,0,2,0,26,0,6,4,1,0,16,8,0,8,0,1,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,0,2,0,11,5,4,0,3,0,0,0,1,32,4,0,8,0,1,2,2,1,0,0,1,3,6,0,0,0,3,0,0,0,0,0,2,3,0,10,4,0,0,26,12,3,0,12,0,0,0,2,0,0,0,0,0,0,1,0,0,8,21,0,0,21,0,0,0,4,173,5,0,25,93,2,0,0,109,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,8,0,0,7,0
Otu00433,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas_Clade-B.E.3,793,10,0,0,0,39,138,113,0,0,0,0,0,0,0,0,1,0,1,0,12,37,0,0,40,0,0,0,0,0,0,0,4,2,0,6,0,0,0,1,2,0,0,4,3,11,0,0,0,0,5,2,2,0,0,0,0,0,0,2,1,0,0,7,0,0,51,0,0,0,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,9,0,2,10,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,1,0,0,0,3,0,6,25,0,0,0,1,1,17,2,0,0,13,1,0,4,18,0,2,0,0,0,0,0,0,0,1,0,0,0,156,0,2,0,0,0,0,0
Otu00442,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Mamiella,Mamiella_gilva,772,0,0,0,0,0,0,0,0,0,0,6,19,7,0,58,2,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,17,1,0,0,0,4,1,0,64,0,0,0,0,0,0,0,1,0,0,0,45,0,0,0,0,42,0,20,4,1,0,13,6,12,1,0,62,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,7,154,0,0,0,0,0,0,0,3,0,0,0,117,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Otu00519,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Mamiella,Mamiella_gilva,616,8,0,31,3,0,0,1,0,11,4,0,0,0,0,3,0,0,0,0,14,4,0,7,0,141,0,0,0,4,4,7,3,9,0,22,0,0,0,4,0,0,7,2,0,0,1,0,7,0,3,13,3,2,0,0,7,0,0,3,0,4,1,1,0,8,9,0,0,1,1,0,0,0,0,0,1,0,0,1,0,2,1,0,2,0,0,5,8,0,2,0,15,0,0,0,0,14,3,0,0,15,0,0,19,0,0,0,5,7,0,0,0,6,7,1,3,0,0,32,21,0,22,1,20,0,3,0,0,0,0,10,0,0,0,5,3,1,1,0,3,0,2,1,0,0,5,0,0,0,9,0,0,0,0,0,0,7
Otu00568,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas_Clade-A.ABC.1-2_I,548,12,0,0,0,9,10,34,0,2,3,0,0,0,0,0,1,0,0,0,4,36,0,0,8,22,2,0,0,2,0,10,0,0,0,0,1,0,0,0,4,1,2,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,10,5,1,5,29,0,0,0,0,7,3,0,1,0,3,0,0,1,0,7,37,14,14,0,0,0,20,0,0,0,1,0,0,5,0,0,9,11,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,17,9,0,1,0,0,0,0,0,14,15,0,0,51,0,0,0,46,1,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,5,0,1,4,0
Otu00831,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,RCC391,RCC391_sp.,321,2,0,11,0,4,9,2,0,29,17,0,1,3,0,0,0,0,0,0,8,2,0,0,0,1,0,0,0,2,0,0,1,0,0,6,0,0,0,0,0,0,2,0,3,1,0,0,0,0,4,1,0,0,2,0,3,0,4,0,0,4,0,0,0,10,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,5,0,0,2,0,4,0,0,0,16,0,0,7,0,0,0,0,6,0,0,10,5,14,0,0,0,0,3,0,0,16,4,2,0,5,0,8,0,0,6,0,1,0,10,0,5,2,1,6,0,5,0,0,0,3,0,0,0,29,0,0,0,0,0,1,4
Otu00899,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Ostreococcus,Ostreococcus_cladeB,285,1,0,0,0,1,0,0,0,0,0,0,0,0,0,56,1,0,0,0,7,8,0,0,12,0,0,0,0,0,0,0,0,0,16,0,0,0,12,0,1,0,5,2,1,5,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,1,4,0,0,1,0,0,0,0,3,0,0,1,0,0,1,0,1,0,1,39,3,4,0,0,0,6,0,0,0,0,0,0,3,0,0,1,0,0,5,2,1,0,19,0,0,0,1,0,0,3,0,0,0,14,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,2,2,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,2,0
Otu01003,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,Crustomastigaceae-AB,Crustomastigaceae-AB_sp.,242,0,0,1,0,2,4,0,0,8,9,2,1,7,0,3,0,0,0,0,2,0,0,0,3,3,2,1,0,13,0,4,2,0,0,1,0,0,0,0,1,0,1,0,1,2,0,1,0,0,3,0,0,0,2,2,2,0,0,1,0,0,0,3,0,56,4,0,0,0,1,0,1,0,1,0,0,0,0,4,0,2,1,4,4,0,0,1,0,2,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,2,0,0,0,16,2,1,1,0,0,0,4,2,0,8,0,9,0,1,0,2,0,4,0,0,0,0,2,0,0,0,3,0,0,3,1,0,1,0,0,0,0,1
Otu01081,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Bathycoccus,Bathycoccus_prasinos,218,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,1,4,1,0,0,0,0,9,1,3,0,1,0,5,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,7,3,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,2,7,0,0,3,0,0,0,0,42,0,0,5,25,3,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Otu01085,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Bathycoccus,Bathycoccus_prasinos,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01111,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Ostreococcus,Ostreococcus_cladeB,210,0,0,0,0,0,1,0,0,0,0,0,0,0,0,65,0,0,0,0,9,3,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,5,8,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,12,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,6,2,3,0,22,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0
Otu01114,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas_Clade-B_lagoon-and-innerseas,208,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01141,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Mamiellaceae_unclassified,,198,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,0,0,0,47,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,4,0,0,2,1,7,1,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3
Otu01159,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Ostreococcus,Ostreococcus_cladeB,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,1,6,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,1,0,0,0,1,5,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7,0,1,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,1,0,0,0,0
Otu01172,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Bathycoccus,Bathycoccus_prasinos,189,0,0,0,0,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,5,6,0,0,1,5,2,0,0,0,0,3,0,3,0,1,0,2,2,0,3,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,8,1,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,5,6,0,0,4,0,0,0,0,29,0,0,7,19,0,0,0,37,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,3,0,0,2,0
Otu01185,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas_Clade-A.ABC.1-2_II,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,16,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
Otu01288,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas_Clade-B.E.3,166,4,0,0,0,18,13,21,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,17,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,3,8,2,0,0,0,0,2,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0,1,0
Otu01468,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Bathycoccus,Bathycoccus_prasinos,139,0,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,4,1,0,0,0,0,4,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,0,0,0,0,29,0,0,10,10,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0
Otu01539,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Bathycoccus,Bathycoccus_prasinos,129,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,3,4,0,0,0,0,0,3,0,3,0,0,0,5,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,4,0,0,0,0,25,1,0,4,11,0,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Otu01662,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Dolichomastigales,Dolichomastigaceae,Dolichomastigaceae-B,Dolichomastigaceae-B_sp.,114,0,0,0,0,0,0,0,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,0,55,0,0,0,1,0,0,0,0,0,0,0,0,9,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01713,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,Crustomastigaceae_unclassified,,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01743,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas_Clade-A.ABC.1-2_I,105,1,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,5,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,7,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,2,5,0,0,0,2,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
Otu01786,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Mantoniella,Mantoniella_sp.,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,84,0,0,0,0,0,0,0,0,0,0,0,0
Otu02006,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas_Clade-B.E.3,83,0,0,0,0,5,14,6,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0
Otu02091,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Dolichomastigales,Dolichomastigaceae,Dolichomastigaceae_unclassified,,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,36,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Otu02301,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas_Clade-A.ABC.1-2_II,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,21,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Otu02317,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,Crustomastigaceae_unclassified,,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,36,0,2,0,0,0,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Otu02334,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas_Clade-A.ABC.1-2_I,64,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,3,2,0,0,0,4,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
