OTUNumber,Kingdom,Supergroup,Division,Class,Order,Family,Genus,Species,Size,OSD1,OSD10,OSD100_1m_depth,OSD100_20m_depth,OSD101,OSD50,OSD99
Otu03981,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonadales_XX_unclassified,,24,0,0,0,0,0,0,0
Otu04671,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonas,,18,0,0,14,0,0,0,0
Otu04757,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonadales_XX_unclassified,,17,0,0,0,0,2,0,0
Otu05299,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonas,,14,0,0,0,0,0,0,0
Otu05456,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pterosperma,,13,0,0,0,0,0,0,0
Otu05543,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonadales_XX_unclassified,,13,0,0,0,0,0,1,0
Otu05782,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pterosperma,Pterosperma_sp.,12,0,0,0,0,0,0,0
Otu05881,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Halosphaera,Halosphaera_sp.,11,0,0,0,1,0,0,0
Otu06118,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Prasinopapilla,Prasinopapilla_vacuolata,10,0,0,0,0,0,0,0
Otu06141,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pterosperma,,10,0,0,0,0,0,0,0
Otu06646,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Halosphaera,Halosphaera_sp.,9,0,0,0,2,0,0,0
Otu06673,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonas,,9,0,0,0,0,0,0,0
Otu06736,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pterosperma,Pterosperma_sp.,9,0,0,0,0,0,0,0
Otu07007,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Halosphaera,Halosphaera_sp.,8,0,0,0,0,0,0,0
Otu07149,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Halosphaera,Halosphaera_sp.,8,0,0,0,0,0,0,0
Otu07305,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Halosphaera,Halosphaera_sp.,7,0,0,0,1,0,0,0
Otu07993,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Halosphaera,Halosphaera_sp.,6,0,0,0,5,0,0,0
Otu08031,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Halosphaera,Halosphaera_sp.,6,0,0,0,0,0,0,0
Otu08120,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonas,,6,0,0,0,0,0,0,0
Otu08155,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonas,,6,0,0,0,0,0,0,0
Otu08229,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonadales_XX_unclassified,,6,0,0,0,0,0,0,0
Otu08242,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonas,,6,0,0,4,0,0,0,0
Otu08361,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pterosperma,,6,0,0,0,0,0,0,0
Otu08713,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Halosphaera,Halosphaera_sp.,5,0,0,0,0,0,0,0
Otu09591,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pterosperma,,4,0,0,0,0,0,0,0
Otu09721,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonadales_XX_unclassified,,4,0,0,0,0,0,0,0
Otu10574,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Halosphaera,Halosphaera_sp.,4,0,0,0,0,0,0,0
Otu10665,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonadales_XX_unclassified,,4,0,0,0,0,0,0,0
Otu11570,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonas,,3,0,0,0,0,0,0,0
Otu12623,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonadales_XX_unclassified,,3,0,0,0,0,0,1,0
Otu13661,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pterosperma,,2,0,0,0,0,0,0,0
Otu13675,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonas,Pyramimonas_australis,2,0,0,0,0,0,0,0
Otu14008,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonadales_XX_unclassified,,2,0,0,0,0,0,0,0
Otu14104,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Halosphaera,Halosphaera_sp.,2,0,0,0,0,0,0,0
Otu14234,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonas,,2,0,0,0,0,0,0,0
Otu15012,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonas,,2,0,0,0,0,0,0,0
Otu17289,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonas,,2,0,0,0,0,0,0,0
Otu17290,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pterosperma,,2,0,0,0,0,0,0,0
Otu18086,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonas,,2,0,0,0,0,0,0,0
Otu18608,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Halosphaera,Halosphaera_sp.,2,0,0,0,0,0,0,0
Otu18727,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonadales_XX_unclassified,,2,0,0,0,0,0,0,0
Otu18965,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Halosphaera,Halosphaera_sp.,2,0,0,0,0,0,0,0
Otu19204,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonas,Pyramimonas_australis,2,0,0,0,0,0,0,0
Otu19254,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pterosperma,Pterosperma_sp.,2,0,0,0,0,0,0,0
Otu00071,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Picochlorum,Picochlorum_sp.,7703,0,0,0,0,0,0,0
Otu00299,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Picochlorum,,1423,0,1,0,0,0,0,0
Otu00312,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Picochlorum,Picochlorum_sp.,1317,0,0,0,0,0,0,0
Otu00413,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Chlorellales_X_unclassified,,859,0,0,0,0,0,0,0
Otu00790,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Chlorellales_X_unclassified,,344,0,137,0,0,0,0,0
Otu00819,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Picochlorum,Picochlorum_sp.,327,0,0,0,0,0,0,0
Otu00929,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Trebouxiophyceae_X,Trebouxiophyceae_XX,Choricystis,,272,0,4,0,0,0,0,0
Otu01005,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Trebouxiophyceae_X,Trebouxiophyceae_XX,Choricystis,Choricystis_sp.,241,0,1,0,0,0,0,0
Otu01205,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Chlorellales_X_unclassified,,182,0,0,0,0,0,0,0
Otu01230,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Microthamniales,Microthamniales_X,Trebouxia,Trebouxia_sp.,177,0,0,0,0,0,0,0
Otu01558,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Prasiolales,Prasiolales_X,Desmococcus,Desmococcus_olivaceus,127,0,0,0,0,0,0,0
Otu01575,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Chlorellales_X_unclassified,,125,0,0,0,0,0,0,0
Otu01878,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Prasiolales,Prasiolales_X,Prasiolales_X_unclassified,,92,0,0,0,0,0,0,0
Otu01937,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Chlorella,Chlorella_stigmatophora,88,0,0,0,0,0,0,0
Otu02076,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Chlorellales_X_unclassified,,78,0,0,0,0,0,0,0
Otu02584,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Watanabea-Clade,Watanabea-Clade_X,Chloroidium,Chloroidium_saccharophila,53,0,0,0,0,0,0,0
Otu03076,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Prasiolales,Prasiolales_X,Prasiola,,39,0,0,0,0,0,0,0
Otu03135,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Chlorellales_X_unclassified,,37,0,0,0,0,0,0,0
Otu03154,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Prasiolales,Prasiolales_X,Stichococcus,Stichococcus_bacillaris,37,0,0,0,0,0,0,0
Otu03277,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Watanabea-Clade,Watanabea-Clade_X,Chloroidium,Chloroidium_ellipsoideum,35,0,0,0,0,0,0,0
Otu03494,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Picochlorum,Picochlorum_sp.,30,0,0,0,0,0,0,0
Otu05084,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Watanabea-Clade,Watanabea-Clade_X,Heterochlorella,Heterochlorella_luteoviridis,15,0,0,0,0,0,0,0
Otu05086,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Prasiolales,Prasiolales_X,Prasiolales_X_unclassified,,15,0,0,0,0,0,0,0
Otu05127,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Picochlorum,Picochlorum_sp.,15,0,0,0,0,0,0,0
Otu05310,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Auxenochlorella,Auxenochlorella_protothecoides,14,0,0,0,0,0,14,0
Otu05656,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Chlorellales_X_unclassified,,12,0,0,0,0,0,0,0
Otu05792,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Microthamniales,Microthamniales_X,Myrmecia,Myrmecia_sp.,12,0,0,0,0,0,0,1
Otu06165,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Chlorellales_X_unclassified,,10,0,0,0,0,0,0,0
Otu06563,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Chlorellales_X_unclassified,,9,0,0,0,0,0,0,0
Otu06763,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Prasiolales,Prasiolales_X,Prasiola,Prasiola_crispa,9,0,0,0,0,0,0,0
Otu06885,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Chlorellales_X_unclassified,,8,0,0,0,0,0,0,0
Otu07214,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Chlorellales_X_unclassified,,8,0,0,0,0,0,0,0
Otu07697,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Chlorellales_X_unclassified,,7,0,0,0,0,0,0,0
Otu07776,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Picochlorum,Picochlorum_sp.,7,0,0,0,0,0,0,0
Otu08615,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Picochlorum,Picochlorum_sp.,5,0,0,0,0,0,0,0
Otu08983,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Watanabea-Clade,Watanabea-Clade_X,Watanabea-Clade_X_unclassified,,5,0,0,0,0,0,0,0
Otu09064,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Nannochloris,Nannochloris_sp.,5,0,0,0,0,0,0,0
Otu10166,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Chloroparva,Chloroparva_pannonica,4,0,0,0,0,0,0,0
Otu10401,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Picochlorum,Picochlorum_sp.,4,0,0,0,0,0,0,0
Otu10458,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Chlorellales_X_unclassified,,4,0,2,0,0,0,0,0
Otu10606,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Chlorellales_X_unclassified,,4,0,0,0,0,0,0,0
Otu10631,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Chlorellales_X_unclassified,,4,0,0,0,0,0,0,0
Otu10645,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Phyllosiphonales,Phyllosiphonales_X,Phyllosiphon,,4,0,0,0,0,0,0,0
Otu10882,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Trebouxiophyceae_X,Trebouxiophyceae_XX,Choricystis,Choricystis_sp.,4,0,0,0,0,0,0,0
Otu10896,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Picochlorum,Picochlorum_sp.,4,0,0,0,0,0,0,0
Otu12522,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Chlorellales_X_unclassified,,3,0,0,0,0,0,0,0
Otu12944,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Chlorellales_X_unclassified,,3,0,0,0,0,0,0,0
Otu13312,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Planctonema,Planctonema_sp.,3,0,0,0,0,0,0,0
Otu13862,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Chlorellales_X_unclassified,,2,0,2,0,0,0,0,0
Otu14494,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Microthamniales,Microthamniales_X,Microthamniales_XX,Microthamniales_XX_sp.,2,0,0,0,0,0,0,0
Otu15382,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Trebouxiophyceae_X,Trebouxiophyceae_XX,Choricystis,Choricystis_minor,2,0,0,0,0,0,0,0
Otu15387,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Prasiolales,Prasiolales_X,Prasiolales_X_unclassified,,2,0,0,0,0,0,0,0
Otu15836,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Microthamniales,Microthamniales_X,Microthamniales_X_unclassified,,2,0,0,0,0,0,0,0
Otu16103,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Phyllosiphonales,Phyllosiphonales_X,Phyllosiphon,Phyllosiphon_arisari,2,0,0,0,0,0,0,0
Otu16873,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Trebouxiophyceae_unclassified,Trebouxiophyceae_unclassified,Trebouxiophyceae_unclassified,,2,0,0,0,0,0,0,0
Otu16966,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Microthamniales,Microthamniales_X,Myrmecia,Myrmecia_sp.,2,0,0,0,0,0,0,0
Otu17577,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Chlorellales_X_unclassified,,2,0,0,0,0,0,0,0
Otu17864,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Picochlorum,Picochlorum_sp.,2,0,0,0,0,0,0,0
Otu18098,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Watanabea-Clade,Watanabea-Clade_X,Watanabea-Clade_X_unclassified,,2,0,0,0,0,0,0,0
Otu19262,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Picochlorum,Picochlorum_sp.,2,0,0,0,0,0,0,0
Otu00141,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Ulva,Ulva_sp.,3258,6,0,0,0,0,2,0
Otu00216,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Oltmansiellopsidales,Oltmansiellopsidales_X,Oltmannsiellopsis,Oltmannsiellopsis_viridis,1990,0,0,1,0,0,4,0
Otu00301,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Ulvales-relatives_XX,Ulvales-relatives_XX_sp.,1378,0,0,0,0,0,1,0
Otu00602,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulotrichales,Ulotrichales_X,Ulotrichales_X_unclassified,,503,0,0,0,0,0,0,0
Otu00631,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Acrochaete,,476,0,0,0,0,0,2,0
Otu00720,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Dilabifilum,Dilabifilum_sp.,391,0,0,0,0,0,0,0
Otu01267,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Blidingia,Blidingia_dawsonii,169,0,0,0,0,0,2,0
Otu01579,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Acrochaete,,124,0,0,0,0,0,0,0
Otu02176,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Ulvales-relatives_X_unclassified,,72,0,0,0,0,0,0,0
Otu02988,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Acrochaete,Acrochaete_leptochaete,41,0,0,0,0,0,0,0
Otu03007,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Phaeophila,Phaeophila_dendroides,41,0,0,0,0,0,0,0
Otu03247,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Dasycladales,Dasycladales_X,Neomeris,Neomeris_dumentosa,35,0,0,0,0,0,0,0
Otu03337,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Phaeophila,Phaeophila_dendroides,33,0,0,0,0,0,0,0
Otu03392,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Acrochaete,,32,0,0,0,0,0,0,0
Otu03426,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Dasycladales,Dasycladales_X,Parvocaulis,Parvocaulis_parvula,32,0,0,0,0,0,0,0
Otu03551,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Dasycladales,Dasycladales_X,Parvocaulis,,29,0,0,0,0,0,0,0
Otu03559,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulotrichales,Ulotrichales_X,Gayralia,Gayralia_sp.,29,0,0,0,0,0,0,0
Otu03861,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulotrichales,Ulotrichales_X,Ulotrichales_X_unclassified,,25,0,0,0,0,0,0,0
Otu04440,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Dasycladales,Dasycladales_X,Parvocaulis,Parvocaulis_parvula,19,0,0,0,0,0,0,0
Otu04501,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Dasycladales,Dasycladales_X,Parvocaulis,,19,0,0,0,0,0,0,0
Otu04857,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Dilabifilum,Dilabifilum_sp.,16,0,0,0,0,0,0,0
Otu04897,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Blidingia,Blidingia_dawsonii,16,0,0,0,0,0,0,0
Otu04942,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Acrochaete,,16,0,0,0,0,0,0,0
Otu05040,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Acrochaete,,15,0,0,0,0,0,0,0
Otu05344,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Dilabifilum,Dilabifilum_arthropyreniae,14,0,0,0,0,0,0,0
Otu05841,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Cladophorales,Cladophorales_X,Cladophora,,11,0,0,0,0,0,0,0
Otu05900,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Ulvales-relatives_X_unclassified,,11,0,0,0,0,0,0,0
Otu06104,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Ulvales-relatives_X_unclassified,,10,0,0,0,0,0,0,0
Otu06186,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Ochlochaete,Ochlochaete_hystrix,10,0,0,0,0,0,0,0
Otu06638,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Acrochaete,,9,0,0,0,0,0,0,0
Otu06740,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Ulvales-relatives_X_unclassified,,9,0,0,0,0,0,0,0
Otu06903,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Cladophorales,Cladophorales_X,Chaetomorpha,Chaetomorpha_linum,8,0,0,0,0,0,0,0
Otu06973,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Dasycladales,Dasycladales_X,Parvocaulis,Parvocaulis_parvula,8,0,0,0,0,0,0,0
Otu07015,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Dasycladales,Dasycladales_X,Parvocaulis,Parvocaulis_parvula,8,0,0,0,0,0,0,0
Otu07086,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Acrochaete,Acrochaete_leptochaete,8,0,0,0,0,0,0,0
Otu07145,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Blidingia,Blidingia_dawsonii,8,0,0,0,0,0,0,0
Otu07218,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Trentepohliales,Trentepohliales_X,Printzina,Printzina_lagenifera,8,0,0,0,0,0,0,0
Otu07354,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Phaeophila,Phaeophila_dendroides,7,0,0,0,0,0,0,0
Otu07415,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Phaeophila,Phaeophila_dendroides,7,0,0,0,0,0,0,0
Otu07521,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvophyceae_unclassified,Ulvophyceae_unclassified,Ulvophyceae_unclassified,,7,0,0,0,0,0,0,0
Otu07565,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Acrochaete,Acrochaete_leptochaete,7,0,0,0,0,0,0,0
Otu07682,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvophyceae_unclassified,Ulvophyceae_unclassified,Ulvophyceae_unclassified,,7,0,0,0,0,0,0,0
Otu07825,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Acrochaete,,7,0,0,0,0,0,0,0
Otu08053,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Phaeophila,Phaeophila_dendroides,6,0,0,0,0,0,0,0
Otu08135,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Acrochaete,,6,0,0,0,0,0,0,0
Otu08507,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Phaeophila,Phaeophila_dendroides,6,0,0,0,0,0,0,0
Otu08543,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Dasycladales,Dasycladales_X,Neomeris,Neomeris_dumentosa,6,0,0,0,0,0,0,0
Otu08837,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Dasycladales,Dasycladales_X,Dasycladales_X_unclassified,,5,0,0,0,0,0,0,0
